"Date & Time","Event Reference","Subject","Reference","Type"
"22/05/2024 19:27","SEC000912","-","5611","-"
"22/05/2024 19:25","SEC000911","-","5599","-"
"22/05/2024 19:24","SEC000910","-","5587","-"
"22/05/2024 19:22","AA000909","-","5575","-"
"22/05/2024 19:22","AA000908","-","5563","-"
"22/05/2024 19:14","SEC000907","-","5551","-"
"22/05/2024 16:41","SEC000906","-","5539","-"
"22/05/2024 15:53","SEC000905","-","5527","-"
"22/05/2024 15:51","SEC000904","-","5515","-"
"22/05/2024 15:50","SEC000903","-","5503","-"
"22/05/2024 15:40","SEC000902","-","5491","-"
"22/05/2024 15:30","SEC000901","-","5479","-"
"22/05/2024 15:28","SEC000900","-","5467","-"
"22/05/2024 15:26","SEC000899","-","5455","-"
"22/05/2024 15:23","SEC000898","-","5443","-"
"22/05/2024 15:22","SEC000897","-","5431","-"
"22/05/2024 15:21","SEC000896","-","5419","-"
"22/05/2024 15:19","SEC000895","-","5407","-"
"22/05/2024 15:18","SEC000894","-","5395","-"
"18/07/2024 12:29","-","-","5383","-"
"18/07/2024 12:29","-","-","5371","-"
"18/07/2024 12:29","-","-","5359","-"
"18/07/2024 12:29","-","-","5347","-"
"18/07/2024 12:29","-","-","5335","-"
"18/07/2024 12:29","-","-","5323","-"
"18/07/2024 12:29","-","-","5311","-"
"18/07/2024 12:29","-","-","5299","-"
"18/07/2024 12:29","-","-","5287","-"
"18/07/2024 12:29","-","-","5275","-"
"18/07/2024 12:29","-","-","5263","-"
"18/07/2024 12:29","-","-","5251","-"
"18/07/2024 12:29","-","-","5239","-"
"18/07/2024 12:29","-","-","5227","-"
"18/07/2024 12:29","-","-","5215","-"
"18/07/2024 12:29","-","-","5203","-"
"18/07/2024 12:29","-","-","5191","-"
"18/07/2024 12:29","-","-","5179","-"
"18/07/2024 12:29","-","-","5167","-"
"18/07/2024 12:29","-","-","5155","-"
"18/07/2024 12:29","-","-","5143","-"
"18/07/2024 12:29","-","-","5131","-"
"18/07/2024 12:29","-","-","5119","-"
"18/07/2024 12:29","-","-","5107","-"
"18/07/2024 12:29","-","-","5095","-"
"18/07/2024 12:29","-","-","5083","-"
"18/07/2024 12:29","-","-","5071","-"
"18/07/2024 12:29","-","-","5059","-"
"18/07/2024 12:29","-","-","5047","-"
"18/07/2024 12:29","-","-","5035","-"
"18/07/2024 12:29","-","-","5023","-"
"18/07/2024 12:29","-","-","5011","-"
"18/07/2024 12:29","-","-","4999","-"
"18/07/2024 12:29","-","-","4987","-"
"18/07/2024 12:29","-","-","4975","-"
"22/05/2024 12:42","SEC000858","-","4963","-"
"22/05/2024 12:23","SEC000857","-","4951","-"
"22/05/2024 12:23","SEC000856","-","4939","-"
"22/05/2024 12:21","SEC000855","-","4927","-"
"22/05/2024 12:20","SEC000854","-","4915","-"
"22/05/2024 11:53","SEC000853","-","4903","-"
"22/05/2024 11:43","SEC000852","-","4891","-"
"22/05/2024 11:41","SEC000851","-","4879","-"
"22/05/2024 11:40","SEC000850","-","4867","-"
"22/05/2024 11:38","SEC000849","-","4855","-"
"22/05/2024 11:36","SEC000848","-","4843","-"
"22/05/2024 11:35","SEC000847","-","4831","-"
"22/05/2024 11:34","SEC000846","-","4819","-"
"22/05/2024 11:32","SEC000845","-","4807","-"
"22/05/2024 11:31","SEC000844","-","4795","-"
"22/05/2024 11:29","AA000843","-","4783","-"
"22/05/2024 11:28","AA000842","-","4771","-"
"22/05/2024 11:20","SEC000841","-","4759","-"
"22/05/2024 11:04","SEC000840","-","4747","-"
"22/05/2024 10:59","AA000839","-","4735","-"
"22/05/2024 10:20","SEC000838","-","4723","-"
"22/05/2024 09:50","AA000837","-","4714","-"
"22/05/2024 09:49","AA000836","-","4705","-"
"21/05/2024 23:48","SEC000835","-","4696","-"
"21/05/2024 23:40","SEC000834","-","4687","-"
"21/05/2024 23:39","SEC000833","-","4678","-"
"21/05/2024 23:37","SEC000832","NEW INCIDENT: SEC000832 - Security & Crime - Violence - Verbal Abuse","4669","Email"
"21/05/2024 23:35","SEC000831","-","4660","-"
"21/05/2024 23:33","SEC000830","-","4651","-"
"21/05/2024 23:32","SEC000829","-","4642","-"
"21/05/2024 23:31","SEC000828","-","4633","-"
"21/05/2024 23:29","SEC000827","-","4624","-"
"21/05/2024 23:28","SEC000826","-","4615","-"
"21/05/2024 23:27","AA000825","-","4606","-"
"21/05/2024 23:26","AA000824","-","4597","-"
"21/05/2024 17:39","SEC000823","-","4588","-"
"21/05/2024 17:29","SEC000822","-","4579","-"
"21/05/2024 17:27","SEC000821","-","4570","-"
"21/05/2024 17:26","SEC000820","-","4561","-"
"21/05/2024 17:24","SEC000819","-","4552","-"
"21/05/2024 17:22","SEC000818","-","4543","-"
"21/05/2024 17:21","SEC000817","-","4534","-"
"21/05/2024 17:19","SEC000816","-","4525","-"
"21/05/2024 17:18","SEC000815","-","4516","-"
"21/05/2024 17:17","SEC000814","-","4507","-"
"21/05/2024 17:15","AA000813","-","4498","-"
"21/05/2024 17:14","AA000812","-","4489","-"
"13/05/2024 19:30","SEC000811","-","4480","-"
"13/05/2024 19:20","SEC000810","-","4471","-"
"13/05/2024 19:19","SEC000809","-","4462","-"
"13/05/2024 19:17","SEC000808","-","4453","-"
"13/05/2024 19:15","SEC000807","-","4444","-"
"13/05/2024 19:13","SEC000806","-","4435","-"
"13/05/2024 19:12","SEC000805","-","4426","-"
"13/05/2024 19:11","SEC000804","-","4417","-"
"13/05/2024 19:09","SEC000803","-","4408","-"
"13/05/2024 19:08","SEC000802","-","4399","-"
"13/05/2024 19:07","AA000801","-","4390","-"
"13/05/2024 19:06","AA000800","-","4381","-"
"13/05/2024 18:59","SEC000799","-","4372","-"
"13/05/2024 18:26","SEC000798","-","4363","-"
"13/05/2024 18:16","SEC000797","-","4354","-"
"13/05/2024 18:15","SEC000796","-","4345","-"
"13/05/2024 18:13","SEC000795","-","4336","-"
"13/05/2024 18:11","SEC000794","-","4327","-"
"13/05/2024 18:09","SEC000793","-","4318","-"
"13/05/2024 18:08","SEC000792","-","4309","-"
"13/05/2024 18:06","SEC000791","-","4300","-"
"13/05/2024 18:05","SEC000790","-","4291","-"
"13/05/2024 18:04","AA000789","-","4282","-"
"13/05/2024 18:03","AA000788","-","4273","-"
"13/05/2024 17:12","AA000787","-","4264","-"
"13/05/2024 16:51","AA000786","-","4255","-"
"13/05/2024 16:48","AA000785","-","4246","-"
"13/05/2024 16:38","SEC000784","-","4237","-"
"13/05/2024 16:28","SEC000783","-","4228","-"
"13/05/2024 16:27","SEC000782","-","4219","-"
"13/05/2024 16:25","SEC000781","-","4210","-"
"13/05/2024 16:23","SEC000780","-","4201","-"
"13/05/2024 16:21","SEC000779","-","4192","-"
"13/05/2024 16:20","SEC000778","-","4183","-"
"18/07/2024 12:29","-","-","4174","-"
"18/07/2024 12:29","-","-","4165","-"
"18/07/2024 12:29","-","-","4156","-"
"18/07/2024 12:29","-","-","4147","-"
"18/07/2024 12:29","-","-","4138","-"
"18/07/2024 12:29","-","-","4129","-"
"18/07/2024 12:29","-","-","4120","-"
"18/07/2024 12:29","-","-","4111","-"
"18/07/2024 12:29","-","-","4102","-"
"18/07/2024 12:29","-","-","4093","-"
"18/07/2024 12:29","-","-","4084","-"
"18/07/2024 12:29","-","-","4075","-"
"18/07/2024 12:29","-","-","4066","-"
"18/07/2024 12:29","-","-","4057","-"
"18/07/2024 12:29","-","-","4048","-"
"18/07/2024 12:29","-","-","4039","-"
"18/07/2024 12:29","-","-","4030","-"
"18/07/2024 12:29","-","-","4021","-"
"18/07/2024 12:29","-","-","4012","-"
"07/05/2024 17:11","SEC000758","-","4003","-"
"07/05/2024 17:10","SEC000757","-","3994","-"
"07/05/2024 17:09","SEC000756","-","3985","-"
"07/05/2024 17:08","SEC000755","-","3976","-"
"07/05/2024 17:06","AA000754","-","3967","-"
"07/05/2024 17:06","AA000753","-","3958","-"
"07/05/2024 13:30","SEC000752","-","3949","-"
"07/05/2024 13:21","SEC000751","-","3940","-"
"07/05/2024 13:19","SEC000750","-","3931","-"
"07/05/2024 13:18","SEC000749","-","3922","-"
"07/05/2024 13:16","SEC000748","-","3913","-"
"07/05/2024 13:14","SEC000747","-","3904","-"
"07/05/2024 13:13","SEC000746","-","3895","-"
"07/05/2024 13:12","SEC000745","-","3886","-"
"07/05/2024 13:10","SEC000744","-","3877","-"
"07/05/2024 13:09","SEC000743","-","3868","-"
"07/05/2024 13:08","AA000742","-","3859","-"
"07/05/2024 13:07","AA000741","-","3850","-"
"06/05/2024 15:17","SEC000740","-","3841","-"
"06/05/2024 15:08","SEC000739","-","3832","-"
"06/05/2024 15:06","SEC000738","-","3823","-"
"06/05/2024 15:04","SEC000737","-","3814","-"
"06/05/2024 15:03","SEC000736","-","3805","-"
"06/05/2024 15:01","SEC000735","-","3796","-"
"06/05/2024 15:00","SEC000734","-","3787","-"
"06/05/2024 14:58","SEC000733","-","3778","-"
"06/05/2024 14:57","SEC000732","-","3769","-"
"06/05/2024 14:56","SEC000731","-","3760","-"
"06/05/2024 14:54","AA000730","-","3751","-"
"06/05/2024 14:53","AA000729","-","3742","-"
"02/05/2024 12:03","AIA000728","-","3733","-"
"30/04/2024 11:16","SEC000727","-","3724","-"
"30/04/2024 11:06","SEC000726","-","3715","-"
"30/04/2024 11:04","SEC000725","-","3706","-"
"30/04/2024 11:02","SEC000724","-","3697","-"
"30/04/2024 11:01","SEC000723","-","3688","-"
"30/04/2024 10:59","SEC000722","-","3679","-"
"30/04/2024 10:58","SEC000721","-","3670","-"
"30/04/2024 10:56","SEC000720","-","3661","-"
"30/04/2024 10:55","SEC000719","-","3652","-"
"30/04/2024 10:54","SEC000718","-","3643","-"
"30/04/2024 10:52","AA000717","-","3634","-"
"30/04/2024 10:52","AA000716","-","3625","-"
"29/04/2024 20:53","SEC000715","-","3616","-"
"29/04/2024 20:44","SEC000714","-","3607","-"
"29/04/2024 20:42","SEC000713","-","3598","-"
"29/04/2024 20:41","SEC000712","-","3589","-"
"29/04/2024 20:39","SEC000711","-","3580","-"
"29/04/2024 20:37","SEC000710","-","3571","-"
"29/04/2024 20:36","SEC000709","-","3562","-"
"29/04/2024 20:35","SEC000708","-","3553","-"
"29/04/2024 20:34","SEC000707","-","3544","-"
"29/04/2024 20:33","SEC000706","-","3535","-"
"29/04/2024 20:31","AA000705","-","3526","-"
"29/04/2024 20:31","AA000704","-","3517","-"
"26/04/2024 13:00","SEC000703","-","3508","-"
"26/04/2024 12:51","SEC000702","-","3499","-"
"26/04/2024 12:50","SEC000701","-","3490","-"
"26/04/2024 12:48","SEC000700","-","3481","-"
"26/04/2024 12:47","SEC000699","-","3472","-"
"26/04/2024 12:45","SEC000698","-","3463","-"
"26/04/2024 12:44","SEC000697","-","3454","-"
"26/04/2024 12:43","SEC000696","-","3445","-"
"26/04/2024 12:42","SEC000695","-","3436","-"
"26/04/2024 12:41","SEC000694","-","3427","-"
"26/04/2024 12:40","AA000693","-","3418","-"
"26/04/2024 12:39","AA000692","-","3409","-"
"25/04/2024 16:48","SEC000691","-","3400","-"
"25/04/2024 16:39","SEC000690","-","3391","-"
"25/04/2024 16:38","SEC000689","-","3382","-"
"25/04/2024 16:36","SEC000688","-","3373","-"
"25/04/2024 16:35","SEC000687","-","3364","-"
"25/04/2024 16:33","SEC000686","-","3355","-"
"25/04/2024 16:32","SEC000685","-","3346","-"
"25/04/2024 16:31","SEC000684","-","3337","-"
"25/04/2024 16:30","SEC000683","-","3328","-"
"25/04/2024 16:29","SEC000682","-","3319","-"
"25/04/2024 16:28","AA000681","-","3310","-"
"25/04/2024 16:27","AA000680","-","3301","-"
"25/04/2024 14:39","SEC000679","-","3292","-"
"25/04/2024 14:30","SEC000678","-","3283","-"
"25/04/2024 14:29","SEC000677","-","3274","-"
"25/04/2024 14:27","SEC000676","-","3265","-"
"25/04/2024 14:26","SEC000675","-","3256","-"
"25/04/2024 14:24","SEC000674","-","3247","-"
"25/04/2024 14:23","SEC000673","-","3238","-"
"25/04/2024 14:22","SEC000672","-","3229","-"
"25/04/2024 14:21","SEC000671","-","3220","-"
"25/04/2024 14:20","SEC000670","-","3211","-"
"25/04/2024 14:19","AA000669","-","3202","-"
"25/04/2024 14:18","AA000668","-","3193","-"
"25/04/2024 14:13","SEC000667","-","3184","-"
"25/04/2024 14:12","SEC000666","-","3175","-"
"25/04/2024 14:02","SEC000665","-","3166","-"
"25/04/2024 13:53","SEC000664","-","3157","-"
"25/04/2024 13:52","SEC000663","-","3148","-"
"25/04/2024 13:50","SEC000662","-","3139","-"
"25/04/2024 13:49","SEC000661","-","3130","-"
"25/04/2024 13:47","SEC000660","-","3121","-"
"18/07/2024 12:29","-","-","3112","-"
"25/04/2024 13:44","SEC000658","-","3103","-"
"25/04/2024 13:43","SEC000657","-","3094","-"
"25/04/2024 13:42","AA000656","-","3085","-"
"25/04/2024 13:41","AA000655","-","3076","-"
"12/04/2024 10:30","SEC000654","-","3067","-"
"12/04/2024 10:28","SEC000653","-","3058","-"
"12/04/2024 10:27","SEC000652","-","3049","-"
"12/04/2024 10:26","SEC000651","-","3040","-"
"12/04/2024 10:24","SEC000650","-","3031","-"
"12/04/2024 10:24","SEC000649","-","3022","-"
"12/04/2024 10:23","SEC000648","-","3013","-"
"12/04/2024 10:21","SEC000647","-","3004","-"
"12/04/2024 10:21","SEC000646","-","2995","-"
"12/04/2024 10:20","AA000645","-","2986","-"
"12/04/2024 10:19","AA000644","-","2977","-"
"09/04/2024 19:41","SEC000643","-","2968","-"
"04/04/2024 13:30","SEC000642","-","2959","-"
"04/04/2024 13:17","SEC000641","-","2950","-"
"04/04/2024 13:16","SEC000640","-","2941","-"
"04/04/2024 13:15","SEC000639","-","2932","-"
"04/04/2024 13:14","SEC000638","-","2923","-"
"04/04/2024 13:12","SEC000637","-","2914","-"
"04/04/2024 13:03","SEC000636","-","2905","-"
"04/04/2024 13:02","SEC000635","-","2896","-"
"04/04/2024 13:01","SEC000634","-","2887","-"
"04/04/2024 13:00","SEC000633","-","2878","-"
"04/04/2024 12:58","SEC000632","-","2869","-"
"04/04/2024 12:57","SEC000631","-","2860","-"
"04/04/2024 12:56","SEC000630","-","2851","-"
"04/04/2024 12:55","SEC000629","-","2842","-"
"04/04/2024 12:54","SEC000628","-","2833","-"
"04/04/2024 12:54","AA000627","-","2824","-"
"04/04/2024 12:53","AA000626","-","2815","-"
"01/04/2024 19:08","SEC000625","-","2806","-"
"01/04/2024 19:07","SEC000624","-","2797","-"
"01/04/2024 19:05","SEC000623","-","2788","-"
"01/04/2024 19:04","SEC000622","-","2779","-"
"01/04/2024 19:03","SEC000621","-","2770","-"
"01/04/2024 19:02","SEC000620","-","2761","-"
"01/04/2024 19:01","SEC000619","-","2752","-"
"01/04/2024 18:59","SEC000618","-","2743","-"
"01/04/2024 18:59","SEC000617","-","2734","-"
"01/04/2024 18:58","AA000616","-","2725","-"
"01/04/2024 18:57","AA000615","-","2716","-"
"01/04/2024 18:23","SEC000614","-","2707","-"
"01/04/2024 18:22","SEC000613","-","2698","-"
"01/04/2024 18:21","SEC000612","-","2689","-"
"01/04/2024 18:20","SEC000611","-","2680","-"
"01/04/2024 18:18","SEC000610","-","2671","-"
"01/04/2024 18:17","SEC000609","-","2662","-"
"01/04/2024 18:16","SEC000608","-","2653","-"
"01/04/2024 18:15","SEC000607","-","2644","-"
"01/04/2024 18:14","SEC000606","-","2635","-"
"01/04/2024 18:13","AA000605","-","2626","-"
"01/04/2024 18:13","AA000604","-","2617","-"
"28/03/2024 12:42","EVA000603","-","2608","-"
"28/03/2024 11:55","SEC000602","-","2599","-"
"28/03/2024 11:45","SEC000601","-","2590","-"
"28/03/2024 11:44","SEC000600","-","2581","-"
"28/03/2024 11:43","SEC000599","-","2572","-"
"28/03/2024 11:42","SEC000598","-","2563","-"
"28/03/2024 11:40","SEC000597","-","2554","-"
"28/03/2024 11:39","SEC000596","-","2545","-"
"28/03/2024 11:38","SEC000595","-","2536","-"
"28/03/2024 11:37","SEC000594","-","2527","-"
"28/03/2024 11:36","SEC000593","-","2518","-"
"28/03/2024 11:35","AA000592","-","2509","-"
"28/03/2024 11:35","AA000591","-","2500","-"
"28/03/2024 11:03","SEC000590","-","2491","-"
"28/03/2024 11:02","SEC000589","-","2482","-"
"28/03/2024 11:00","SEC000588","-","2473","-"
"28/03/2024 10:59","SEC000587","-","2464","-"
"28/03/2024 10:58","SEC000586","-","2455","-"
"28/03/2024 10:57","SEC000585","-","2446","-"
"28/03/2024 10:56","SEC000584","-","2437","-"
"28/03/2024 10:54","SEC000583","-","2428","-"
"28/03/2024 10:54","SEC000582","-","2419","-"
"28/03/2024 10:53","AA000581","-","2410","-"
"28/03/2024 10:52","AA000580","-","2401","-"
"22/03/2024 18:21","SEC000579","-","2392","-"
"22/03/2024 18:20","SEC000578","-","2383","-"
"22/03/2024 18:19","SEC000577","-","2374","-"
"22/03/2024 18:17","SEC000576","-","2365","-"
"22/03/2024 18:16","SEC000575","-","2356","-"
"22/03/2024 18:15","SEC000574","-","2347","-"
"22/03/2024 18:14","SEC000573","-","2338","-"
"22/03/2024 18:12","SEC000572","-","2329","-"
"22/03/2024 18:12","SEC000571","-","2320","-"
"22/03/2024 18:11","AA000570","-","2311","-"
"22/03/2024 18:10","AA000569","-","2302","-"
"20/03/2024 17:58","SEC000568","-","2297","-"
"20/03/2024 17:56","SEC000567","-","2292","-"
"20/03/2024 17:55","SEC000566","-","2287","-"
"20/03/2024 17:54","SEC000565","-","2282","-"
"20/03/2024 17:52","SEC000564","-","2277","-"
"20/03/2024 17:51","SEC000563","-","2272","-"
"20/03/2024 17:50","SEC000562","-","2267","-"
"20/03/2024 17:48","SEC000561","-","2262","-"
"20/03/2024 17:48","SEC000560","-","2257","-"
"18/07/2024 12:29","-","-","2252","-"
"20/03/2024 17:46","AA000558","NEW INCIDENT: AA000558 - Alarm Activations - Activated Alarms - Alarm Not Set","2247","Email"
"20/03/2024 17:26","SEC000557","NEW INCIDENT: SEC000557 - Security & Crime - Violence - Verbal Abuse","2242","Email"
"20/03/2024 17:24","SEC000556","NEW INCIDENT: SEC000556 - Security & Crime - Violence - Verbal Abuse","2237","Email"
"20/03/2024 17:23","SEC000555","NEW INCIDENT: SEC000555 - Security & Crime - Violence - Verbal Abuse","2232","Email"
"20/03/2024 17:22","SEC000554","NEW INCIDENT: SEC000554 - Security & Crime - Violence - Verbal Abuse","2227","Email"
"20/03/2024 17:20","SEC000553","NEW INCIDENT: SEC000553 - Security & Crime - Violence - Verbal Abuse","2222","Email"
"20/03/2024 17:19","SEC000552","NEW INCIDENT: SEC000552 - Security & Crime - Violence - Verbal Abuse","2217","Email"
"20/03/2024 17:18","SEC000551","NEW INCIDENT: SEC000551 - Security & Crime - Violence - Verbal Abuse","2212","Email"
"20/03/2024 17:17","SEC000550","NEW INCIDENT: SEC000550 - Security & Crime - Violence - Verbal Abuse","2207","Email"
"20/03/2024 17:16","SEC000549","NEW INCIDENT: SEC000549 - Security & Crime - Violence - Verbal Abuse","2202","Email"
"20/03/2024 17:15","AA000548","NEW INCIDENT: AA000548 - Alarm Activations - Activated Alarms - Alarm Not Set","2197","Email"
"20/03/2024 17:14","AA000547","NEW INCIDENT: AA000547 - Alarm Activations - Activated Alarms - Alarm Not Set","2192","Email"
"20/03/2024 15:41","SEC000546","NEW INCIDENT: SEC000546 - Security & Crime - Violence - Verbal Abuse","2187","Email"
"20/03/2024 15:32","SEC000545","NEW INCIDENT: SEC000545 - Security & Crime - Violence - Verbal Abuse","2182","Email"
"20/03/2024 15:31","SEC000544","NEW INCIDENT: SEC000544 - Security & Crime - Violence - Verbal Abuse","2177","Email"
"20/03/2024 15:29","SEC000543","NEW INCIDENT: SEC000543 - Security & Crime - Violence - Verbal Abuse","2172","Email"
"20/03/2024 15:28","SEC000542","NEW INCIDENT: SEC000542 - Security & Crime - Violence - Verbal Abuse","2167","Email"
"20/03/2024 15:27","SEC000541","NEW INCIDENT: SEC000541 - Security & Crime - Violence - Verbal Abuse","2162","Email"
"20/03/2024 15:26","SEC000540","NEW INCIDENT: SEC000540 - Security & Crime - Violence - Verbal Abuse","2157","Email"
"20/03/2024 15:25","SEC000539","NEW INCIDENT: SEC000539 - Security & Crime - Violence - Verbal Abuse","2152","Email"
"20/03/2024 15:23","SEC000538","NEW INCIDENT: SEC000538 - Security & Crime - Violence - Verbal Abuse","2147","Email"
"20/03/2024 15:23","SEC000537","NEW INCIDENT: SEC000537 - Security & Crime - Violence - Verbal Abuse","2142","Email"
"20/03/2024 15:22","AA000536","NEW INCIDENT: AA000536 - Alarm Activations - Activated Alarms - Alarm Not Set","2137","Email"
"20/03/2024 15:21","AA000535","NEW INCIDENT: AA000535 - Alarm Activations - Activated Alarms - Alarm Not Set","2132","Email"
"15/03/2024 09:41","SEC000534","NEW INCIDENT: SEC000534 - Security & Crime - Violence - Verbal Abuse","2128","Email"
"15/03/2024 09:40","SEC000533","NEW INCIDENT: SEC000533 - Security & Crime - Violence - Verbal Abuse","2124","Email"
"15/03/2024 09:38","SEC000532","NEW INCIDENT: SEC000532 - Security & Crime - Violence - Verbal Abuse","2120","Email"
"15/03/2024 09:37","SEC000531","NEW INCIDENT: SEC000531 - Security & Crime - Violence - Verbal Abuse","2116","Email"
"15/03/2024 09:36","SEC000530","NEW INCIDENT: SEC000530 - Security & Crime - Violence - Verbal Abuse","2112","Email"
"15/03/2024 09:35","SEC000529","NEW INCIDENT: SEC000529 - Security & Crime - Violence - Verbal Abuse","2108","Email"
"15/03/2024 09:34","SEC000528","NEW INCIDENT: SEC000528 - Security & Crime - Violence - Verbal Abuse","2104","Email"
"15/03/2024 09:32","SEC000527","NEW INCIDENT: SEC000527 - Security & Crime - Violence - Verbal Abuse","2100","Email"
"15/03/2024 09:32","SEC000526","NEW INCIDENT: SEC000526 - Security & Crime - Violence - Verbal Abuse","2096","Email"
"15/03/2024 09:31","AA000525","NEW INCIDENT: AA000525 - Alarm Activations - Activated Alarms - Alarm Not Set","2092","Email"
"15/03/2024 09:30","AA000524","NEW INCIDENT: AA000524 - Alarm Activations - Activated Alarms - Alarm Not Set","2088","Email"
"14/03/2024 15:23","SEC000523","NEW INCIDENT: SEC000523 - Security & Crime - Violence - Verbal Abuse","2084","Email"
"13/03/2024 09:21","SEC000522","NEW INCIDENT: SEC000522 - Security & Crime - Violence - Verbal Abuse","2080","Email"
"13/03/2024 09:20","SEC000521","NEW INCIDENT: SEC000521 - Security & Crime - Violence - Verbal Abuse","2076","Email"
"13/03/2024 09:18","SEC000520","NEW INCIDENT: SEC000520 - Security & Crime - Violence - Verbal Abuse","2072","Email"
"13/03/2024 09:17","SEC000519","NEW INCIDENT: SEC000519 - Security & Crime - Violence - Verbal Abuse","2068","Email"
"13/03/2024 09:15","SEC000518","NEW INCIDENT: SEC000518 - Security & Crime - Violence - Verbal Abuse","2064","Email"
"13/03/2024 09:14","SEC000517","NEW INCIDENT: SEC000517 - Security & Crime - Violence - Verbal Abuse","2060","Email"
"13/03/2024 09:13","SEC000516","NEW INCIDENT: SEC000516 - Security & Crime - Violence - Verbal Abuse","2056","Email"
"13/03/2024 09:12","SEC000515","NEW INCIDENT: SEC000515 - Security & Crime - Violence - Verbal Abuse","2052","Email"
"13/03/2024 09:12","SEC000514","NEW INCIDENT: SEC000514 - Security & Crime - Violence - Verbal Abuse","2048","Email"
"13/03/2024 09:11","AA000513","NEW INCIDENT: AA000513 - Alarm Activations - Activated Alarms - Alarm Not Set","2044","Email"
"13/03/2024 09:10","AA000512","NEW INCIDENT: AA000512 - Alarm Activations - Activated Alarms - Alarm Not Set","2040","Email"
"08/03/2024 19:17","SEC000511","NEW INCIDENT: SEC000511 - Security & Crime - Violence - Verbal Abuse","2036","Email"
"08/03/2024 19:15","SEC000510","NEW INCIDENT: SEC000510 - Security & Crime - Violence - Verbal Abuse","2032","Email"
"08/03/2024 19:14","SEC000509","NEW INCIDENT: SEC000509 - Security & Crime - Violence - Verbal Abuse","2028","Email"
"08/03/2024 19:13","SEC000508","NEW INCIDENT: SEC000508 - Security & Crime - Violence - Verbal Abuse","2024","Email"
"08/03/2024 19:11","SEC000507","NEW INCIDENT: SEC000507 - Security & Crime - Violence - Verbal Abuse","2020","Email"
"08/03/2024 19:10","SEC000506","NEW INCIDENT: SEC000506 - Security & Crime - Violence - Verbal Abuse","2016","Email"
"08/03/2024 19:09","SEC000505","NEW INCIDENT: SEC000505 - Security & Crime - Violence - Verbal Abuse","2012","Email"
"08/03/2024 19:08","SEC000504","NEW INCIDENT: SEC000504 - Security & Crime - Violence - Verbal Abuse","2008","Email"
"08/03/2024 19:07","SEC000503","NEW INCIDENT: SEC000503 - Security & Crime - Violence - Verbal Abuse","2004","Email"
"08/03/2024 19:07","AA000502","NEW INCIDENT: AA000502 - Alarm Activations - Activated Alarms - Alarm Not Set","2000","Email"
"08/03/2024 19:06","AA000501","NEW INCIDENT: AA000501 - Alarm Activations - Activated Alarms - Alarm Not Set","1996","Email"
"08/03/2024 18:59","SEC000500","NEW INCIDENT: SEC000500 - Security & Crime - Violence - Verbal Abuse","1992","Email"
"08/03/2024 17:55","SEC000499","NEW INCIDENT: SEC000499 - Security & Crime - Violence - Verbal Abuse","1988","Email"
"08/03/2024 17:54","SEC000498","NEW INCIDENT: SEC000498 - Security & Crime - Violence - Verbal Abuse","1984","Email"
"08/03/2024 17:52","SEC000497","NEW INCIDENT: SEC000497 - Security & Crime - Violence - Verbal Abuse","1980","Email"
"08/03/2024 17:43","SEC000496","NEW INCIDENT: SEC000496 - Security & Crime - Violence - Verbal Abuse","1976","Email"
"08/03/2024 17:42","SEC000495","NEW INCIDENT: SEC000495 - Security & Crime - Violence - Verbal Abuse","1972","Email"
"08/03/2024 17:40","SEC000494","NEW INCIDENT: SEC000494 - Security & Crime - Violence - Verbal Abuse","1968","Email"
"08/03/2024 17:38","SEC000493","NEW INCIDENT: SEC000493 - Security & Crime - Violence - Verbal Abuse","1964","Email"
"08/03/2024 17:36","SEC000492","NEW INCIDENT: SEC000492 - Security & Crime - Violence - Verbal Abuse","1960","Email"
"08/03/2024 17:35","SEC000491","NEW INCIDENT: SEC000491 - Security & Crime - Violence - Verbal Abuse","1956","Email"
"08/03/2024 17:34","SEC000490","NEW INCIDENT: SEC000490 - Security & Crime - Violence - Verbal Abuse","1952","Email"
"08/03/2024 17:33","SEC000489","NEW INCIDENT: SEC000489 - Security & Crime - Violence - Verbal Abuse","1948","Email"
"08/03/2024 17:33","SEC000488","NEW INCIDENT: SEC000488 - Security & Crime - Violence - Verbal Abuse","1944","Email"
"08/03/2024 17:32","AA000487","NEW INCIDENT: AA000487 - Alarm Activations - Activated Alarms - Alarm Not Set","1940","Email"
"08/03/2024 17:31","AA000486","NEW INCIDENT: AA000486 - Alarm Activations - Activated Alarms - Alarm Not Set","1936","Email"
"07/03/2024 11:00","SEC000485","NEW INCIDENT: SEC000485 - Security & Crime - Violence - Verbal Abuse","1932","Email"
"07/03/2024 10:59","SEC000484","NEW INCIDENT: SEC000484 - Security & Crime - Violence - Verbal Abuse","1928","Email"
"07/03/2024 10:57","SEC000483","NEW INCIDENT: SEC000483 - Security & Crime - Violence - Verbal Abuse","1924","Email"
"07/03/2024 10:56","SEC000482","NEW INCIDENT: SEC000482 - Security & Crime - Violence - Verbal Abuse","1920","Email"
"07/03/2024 10:55","SEC000481","NEW INCIDENT: SEC000481 - Security & Crime - Violence - Verbal Abuse","1916","Email"
"07/03/2024 10:54","SEC000480","NEW INCIDENT: SEC000480 - Security & Crime - Violence - Verbal Abuse","1912","Email"
"07/03/2024 10:53","SEC000479","NEW INCIDENT: SEC000479 - Security & Crime - Violence - Verbal Abuse","1908","Email"
